transaction_line_id,order_id,order_date,month,customer_id,product_id,variant_id,product_title,category,channel,device,province,city,quantity,unit_price_zar,discount_pct,gross_revenue_zar,discount_amount_zar,net_revenue_zar,estimated_unit_cost_zar,gross_margin_zar,return_flag,return_amount_zar,fulfillment_days,payment_method,campaign,source_system,ingested_at_utc,raw_file_name,data_quality_issue
4155,10003010,2025-09-25 00:00:00,2025-09,54081,9028229759200,47896782668000,Visor ADV 7.5 - v26,Helmet,Email,Tablet,Gauteng,Johannesburg,1,799.0,0.009,799.0,7.18,791.82,454.9,336.92,0,0.0,2,Card,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4156,10003010,2024-09-13 00:00:00,2024-09,109617,9028230119648,47896788009184,T-Shirt Core - Women,Apparel,Organic Search,Mobile,Western Cape,Cape Town,2,379.0,0.0285,758.0,21.64,736.36,171.18,394.0,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4157,10003011,2025-06-07 00:00:00,2025-06,33217,9028235493600,47896870322400,Jersey MTB Trail 1.0,Apparel,Organic Search,Desktop,Gauteng,Johannesburg,1,799.0,0.014,799.0,11.2,787.8,390.75,397.05,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4158,10003012,2024-12-22 00:00:00,2024-12,30999,9028213670112,47896615223520,Spacer Kit Headset,Parts & Accessories,Paid Search,Desktop,KwaZulu-Natal,Durban,3,298.99,0.0829,896.97,74.34,822.63,128.75,436.39,0,0.0,2,Instant EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4159,10003013,2025-03-08 00:00:00,2025-03,75663,9028223205600,47896723488992,Gloves ADV X-Flow 5.5 Short,Gloves,Paid Search,Mobile,WESTERN CAPE, Cape Town ,1,1199.0,0.0231,1199.0,27.69,1171.31,538.77,632.54,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,standardisation_needed;
4160,10003013,2024-03-06 00:00:00,2024-03,52163,9028205805792,47896542642400,Jersey MTB All Mountain 2.0 V22,Apparel,Paid Search,Mobile,Northern Cape,Kimberley,5,299.0,0.0112,1495.0,16.8,1478.2,138.91,783.65,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4161,10003014,31/13/2026,2025-02,8502,9028202037472,47896519868640,Jersey MTB All Mountain 2.0 V23 - Junior,Apparel,Direct,Tablet,Free State,Bloemfontein,1,449.0,0.004,449.0,1.8,447.2,217.4,229.79,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,invalid_order_date;
4162,10003015,2024-10-26 00:00:00,2024-10,172174,9028209213664,47896577245408,Pants Moto 4.5 Enduro,Apparel,Organic Search,Desktop,Gauteng,Johannesburg,1,2999.0,0.0035,2999.0,10.57,2988.43,1284.51,1703.92,0,0.0,5,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4163,10003015,2024-11-16 00:00:00,2024-11,74595,9028234477792,47896850399456,Jersey MTB Gravity 4.0,Apparel,Paid Social,Mobile,Gauteng,Johannesburg,1,999.0,0.115,999.0,114.84,884.16,486.35,397.81,1,707.13,8,Payflex,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4164,10003016,2024-04-10 00:00:00,2024-04,151176,9028235296992,47896866226400,Jersey MTB Gravity 1.0,Apparel,Direct,Mobile,KwaZulu-Natal,Durban,1,999.0,0.0164,999.0,16.35,982.65,460.05,522.61,0,0.0,4,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4165,10003017,2024-07-07 00:00:00,2024-07,43056,9028227760352,47896764678368,Jersey MTB Gravity 3.0 - Long Sleeve - Junior,Apparel,Email,Tablet,Eastern Cape,Gqeberha,1,799.0,0.0139,799.0,11.07,787.93,365.8,422.13,0,0.0,6,Payflex,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4166,10003018,2024-06-16 00:00:00,2024-06,87659,9028195352800,47896494538976,Body Protector 3DF AirFit Hybrid,Body Protection,Organic Search,Mobile,Western Cape,Cape Town,1,5999.0,0.0259,5999.0,155.24,5843.76,3119.38,2724.37,0,0.0,7,Gift Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4167,10003018,2024-09-16 00:00:00,2024-09,9889,9028221632736,47896707170528,Shorts MTB Trail 3.0V22,Apparel,Direct,Mobile,Gauteng,Johannesburg,1,699.0,0.0729,699.0,50.97,648.03,313.2,334.83,0,0.0,3,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4168,10003019,2025-03-08 00:00:00,2025-03,113693,9028213309664,47896611946720,Gloves MTB 2.0 WindBlock,Gloves,Organic Search,Mobile,Limpopo,Polokwane,3,799.0,0.0123,2397.0,29.53,2367.47,335.4,1361.27,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4169,10003020,2024-06-04 00:00:00,2024-06,114201,9028230250720,47896789811424,Jersey MTB Enduro 3.0 - Women,Apparel,Direct,Tablet,Western Cape,Cape Town,1,849.0,0.0345,849.0,29.31,819.69,409.73,409.96,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4170,10003021,2024-10-21 00:00:00,2024-10,84674,9028196761824,47896497946848,Sizing spacers FUSION 2.0 - Junior - Pair,Body Protection,Organic Search,Mobile,Gauteng,Johannesburg,2,399.0,0.0297,798.0,23.69,774.31,206.95,360.41,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4171,10003021,2026-06-24 00:00:00,2026-06,5635,9028205936864,47896544248032,Jersey MTB Gravity  1.0 V24,Apparel,Organic Search,Desktop,Gauteng,Johannesburg,1,699.0,0.0194,699.0,13.57,685.43,312.88,372.55,0,0.0,3,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4172,10003022,2026-06-04 00:00:00,2026-06,165196,9028230775008,47896796496096,T-Shirt Premium - Women,Apparel,Organic Search,Desktop,Gauteng,Johannesburg,4,449.0,0.0154,1796.0,27.57,1768.43,207.75,937.45,0,0.0,2,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4173,10003023,2024-12-12 00:00:00,2024-12,11148,9028204888288,47896536613088,Gloves Moto 2.5 WindBlock,Gloves,Organic Search,Mobile,Gauteng,Johannesburg,1,899.0,0.0692,899.0,62.23,836.77,377.72,459.05,0,0.0,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4174,10003023,2024-04-13 00:00:00,2024-04,133430,9028220453088,47896691409120,Shorts MTB Trail 1.0 V23,Apparel,Organic Search,Desktop,Gauteng,Johannesburg,1,599.0,0.0147,599.0,8.79,590.21,270.89,319.32,0,0.0,7,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4175,10003024,2024-04-23 00:00:00,2024-04,172189,9028235952352,47896880742624,Shoes ProFlat 3.0,Footwear,Paid Search,Mobile,WESTERN CAPE, Cape Town ,2,2199.0,0.0221,4398.0,97.02,4300.98,1417.8,1465.39,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,standardisation_needed;
4176,10003025,2024-03-17 00:00:00,2024-03,84616,9028208525536,47896571117792,Jersey MTB Trail 1.0 V23,Apparel,Organic Search,Mobile,Gauteng,Johannesburg,1,499.0,0.0262,499.0,13.06,485.94,239.86,246.09,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4177,10003026,2024-03-30 00:00:00,2024-03,136835,9028209213664,47896577933536,Pants Moto 4.5 Enduro,Apparel,Organic Search,Desktop,KwaZulu-Natal,Durban,1,2999.0,0.0323,2999.0,96.78,2902.22,1245.25,1656.97,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4178,10003026,2025-10-29 00:00:00,2025-10,48368,9028217700576,47896664047840,Shoes Flat 2.0 - Women,Footwear,Organic Search,Mobile,Gauteng,Johannesburg,2,2099.0,0.0284,4198.0,119.16,4078.84,1192.58,1693.67,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4179,10003027,2024-03-09 00:00:00,2024-03,140047,9028192370912,47896487985376,Knee Brace Pants,Body Protection,Marketplace,Mobile,Gauteng,Johannesburg,2,1699.0,0.0142,3398.0,48.24,3349.76,887.16,1575.43,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4180,10003028,2025-09-08 00:00:00,2025-09,18973,9028218683616,47896673648864,Jersey MTB Endurance 5.0,Apparel,Paid Social,Tablet,Gauteng,Johannesburg,2,1189.0,0.0175,2378.0,41.63,2336.37,528.77,1278.84,0,0.0,4,Payflex,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4181,10003028,2024-07-04 00:00:00,2024-07,42452,9028230217952,47896789090528,Pants MTB Trail 2.0 - Women,Apparel,Organic Search,Tablet,Gauteng,Johannesburg,1,1399.0,0.0175,1399.0,24.5,1374.5,657.51,717.0,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4182,10003029,2024-08-18 00:00:00,2024-08,24623,9028233724128,47896837521632,Jersey MTB Endurance 3.0 - Women,Apparel,Direct,Mobile,Gauteng,Johannesburg,1,999.0,0.0566,999.0,56.5,942.5,456.83,485.67,0,0.0,4,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4183,10003030,2024-09-22 00:00:00,2024-09,178693,9028235264224,47896865767648,Shorts MTB Trail 3.0 Liner,Apparel,Paid Social,Desktop,Gauteng,Johannesburg,2,1799.0,0.0168,3598.0,60.35,3537.65,793.45,1950.75,0,0.0,2,Instant EFT,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4184,10003031,2024-02-16 00:00:00,2024-02,97560,9028219830496,47896683446496,Jersey MTB Enduro 4.0 V24,Apparel,Paid Search,Mobile,KwaZulu-Natal,Durban,1,899.0,0.0079,899.0,7.08,891.92,422.07,469.85,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4185,10003031,2025-06-21 00:00:00,2025-06,163071,9028205904096,47896543559904,Pants Moto 4.5 HydraDri,Apparel,Direct,Desktop,Western Cape,Cape Town,2,2896.0,0.0169,5792.0,98.15,5693.85,1294.95,3103.95,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4186,10003032,2025-10-20 00:00:00,2025-10,154800,9028230676704,47896795513056,Jersey MTB Endurance 6.0,Apparel,Organic Search,Mobile,Limpopo,Polokwane,2,1199.0,0.0031,2398.0,7.52,2390.48,549.41,1291.66,0,0.0,1,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4187,10003033,2025-09-24 00:00:00,2025-09,177325,9028232184032,47896816091360,Jersey MTB Trail 3.0 - Long Sleeve - Women,Apparel,Marketplace,Desktop,International,Windhoek,2,799.0,0.0076,1598.0,12.13,1585.87,393.58,798.7,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4188,10003034,2024-09-16 00:00:00,2024-09,131176,9028235067616,47896861638880,Helmet Kit ADV 7.5 Polymer with 2.5 Goggle,Helmet,Email,Mobile,North West,Rustenburg,1,6499.0,0.0092,6499.0,59.98,6439.02,3724.2,2714.81,0,0.0,4,EFT,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4189,10003034,2024-11-15 00:00:00,2024-11,126369,9028231069920,47896798789856,Shorts MTB Trail 2.0 - Women,Apparel,Direct,Mobile,Western Cape,Cape Town,1,1199.0,0.1217,1199.0,145.91,1053.09,557.17,495.93,0,0.0,3,Payflex,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4190,10003035,2024-03-16 00:00:00,2024-03,24167,9028211146976,47896592318688,Bib MTB 6.0 Endurance,Other Gear,Paid Search,Desktop,Northern Cape,Kimberley,1,2599.0,0.0236,2599.0,61.33,2537.67,1208.04,1329.63,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4191,10003036,2025-03-21 00:00:00,2025-03,24854,9028194992352,47896493523168,Thoracic Pack DBX GPX 3.5,Body Protection,Direct,Mobile,Western Cape,Cape Town,4,899.0,0.0103,3596.0,37.07,3558.93,479.47,1641.05,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4192,10003036,2025-04-27 00:00:00,2025-04,25166,9028235395296,47896868061408,Jersey MTB Gravity 5.0,Apparel,Paid Search,Mobile,Western Cape,Cape Town,1,1299.0,0.0231,1299.0,29.99,1269.01,591.27,677.75,0,0.0,1,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4193,10003037,2025-11-18 00:00:00,2025-11,51030,9028195418336,47896494637280,Spacer Kit Headset CeraMAG,Parts & Accessories,Organic Search,Desktop,Gauteng,Johannesburg,1,499.0,0.1683,499.0,83.96,415.04,205.44,209.6,0,0.0,2,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4194,10003038,2026-05-12 00:00:00,2026-05,43010,9028226253024,47896754979040,Jacket MTB HydraDri 3.0 - Women,Body Protection,Paid Social,Desktop,KwaZulu-Natal,Durban,2,2699.0,0.0399,5398.0,215.25,5182.75,1395.79,2391.18,0,0.0,1,EFT,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4195,10003039,2024-10-09 00:00:00,2024-10,42311,9028214128864,47896620728544,Gloves MTB 1.0 GripR - Women,Gloves,Marketplace,Desktop,Gauteng,Johannesburg,1,479.0,0.0082,479.0,3.92,475.08,211.16,263.92,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4196,10003039,2025-11-29 00:00:00,2025-11,18525,9028202037472,47896519770336,Jersey MTB All Mountain 2.0 V23 - Junior,Apparel,Email,Desktop,KwaZulu-Natal,Durban,4,449.0,0.0977,1796.0,175.54,1620.46,220.74,737.51,0,0.0,3,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4197,10003040,2026-03-05 00:00:00,2026-03,66298,9028231528672,47896806195424,Jacket MTB Endurance 2.0 - Women,Body Protection,Direct,Desktop,KwaZulu-Natal,Durban,1,1899.0,0.0047,1899.0,8.92,1890.08,996.99,893.09,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4198,10003041,2025-06-12 00:00:00,2025-06,165923,9028233822432,47896839815392,Shorts MTB AllMtn 3.0,Apparel,Paid Social,Mobile,Gauteng,Johannesburg,1,1999.0,0.0359,1999.0,71.67,1927.33,935.62,991.71,0,0.0,2,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4199,10003042,2026-06-04 00:00:00,2026-06,90582,9028218159328,47896667390176,Pant MTB Trail 2.0 V23,Apparel,Marketplace,Mobile,KwaZulu-Natal,Durban,1,1199.0,0.0109,1199.0,13.02,1185.98,532.14,653.84,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4200,10003042,2025-06-24 00:00:00,2025-06,24308,9028210360544,47896586125536,Helmet MTB Gravity 8.0 Carbon,Helmet,Direct,Mobile,North West,Rustenburg,2,8599.0,0.0617,17198.0,1060.82,16137.18,4615.18,6906.81,0,0.0,2,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4201,10003043,2025-03-31 00:00:00,2025-03,83153,9028210524384,47896586944736,Elbow Guard 3DF 5.0 Evo,Body Protection,Direct,Mobile,North West,Rustenburg,1,1699.0,0.0162,1699.0,27.46,1671.54,907.15,764.38,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4202,10003044,2025-02-21 00:00:00,2025-02,17456,9028226613472,47896757698784,Pants MTB HydraDri 3.0 - Women,Apparel,Organic Search,Mobile,North West,Rustenburg,1,2499.0,0.0122,2499.0,30.54,2468.46,1180.98,1287.48,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4203,10003044,2025-06-02 00:00:00,2025-06,172824,9028204167392,47896531927264,Jersey MTB Trail 1.0 V22,Apparel,Organic Search,Mobile,Western Cape,Cape Town,1,349.0,0.0332,349.0,11.57,337.43,166.13,171.3,0,0.0,1,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4204,10003045,2024-07-04 00:00:00,2024-07,80914,9028223664352,47896726667488,Pants Moto 4.5 V24,Apparel,Marketplace,Mobile,Gauteng,Johannesburg,1,2493.0,0.056,2493.0,139.61,2353.39,1167.75,1185.64,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4205,10003046,2025-09-25 00:00:00,2025-09,141301,9028214456544,47896624562400,Jersey MTB Gravity 2.0,Apparel,Marketplace,Desktop,Northern Cape,Kimberley,3,699.0,0.0046,2097.0,9.66,2087.34,318.9,1130.63,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4206,10003047,2026-04-13 00:00:00,2026-04,31260,9028204101856,47896530878688,Neck Brace 4.5,Body Protection,Paid Search,Mobile,Western Cape,Cape Town,1,5999.0,0.0375,5999.0,224.99,5774.01,3042.04,2731.97,0,0.0,6,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4207,10003047,2025-09-21 00:00:00,2025-09,73828,9028218487008,47896671813856,C-Arm C-Frame,Body Protection,Organic Search,Mobile,Eastern Cape,Gqeberha,2,1299.0,0.0381,2598.0,98.95,2499.05,688.87,1121.32,0,0.0,3,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4208,10003048,2024-05-26 00:00:00,2024-05,116207,9028218290400,47896669978848,Visor Moto 2.5 - v23,Helmet,Paid Social,Mobile,Western Cape,Cape Town,2,599.0,0.0332,1198.0,39.82,1158.18,324.59,509.0,1,994.9,3,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4209,10003049,2026-06-10 00:00:00,2026-06,18266,9028229824736,47896783651040,Pant MTB Trail 2.0 - Women,Apparel,Paid Search,Desktop,Eastern Cape,Gqeberha,1,2199.0,0.0285,2199.0,62.65,2136.35,1008.44,1127.91,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4210,10003050,2025-02-09 00:00:00,2025-02,56057,9028226482400,47896757174496,T-Shirt Core,Apparel,Direct,Mobile,KwaZulu-Natal,Durban,1,599.0,0.0542,599.0,32.47,566.53,278.41,288.12,0,0.0,4,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4211,10003050,2025-06-29 00:00:00,2025-06,63731,9028209344736,47896579309792,Polo Shirt Long Sleeve Team,Apparel,Email,Tablet,KwaZulu-Natal,Durban,1,1099.0,0.0148,1099.0,16.24,1082.76,502.88,579.88,0,0.0,3,Card,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4212,10003051,2025-10-14 00:00:00,2025-10,121988,9193212084448,48752708845792,Grips ReaFlex 6.0 - Half Waffle,Other Gear,Organic Search,Mobile,Western Cape,Cape Town,-1,599.0,0.0026,599.0,1.58,597.42,305.55,291.87,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,negative_quantity;
4213,10003052,2026-05-09 00:00:00,2026-05,35413,9028209803488,47896582357216,Gloves MTB 4.0 Lite,Gloves,Email,Mobile,KwaZulu-Natal,Durban,1,1199.0,0.0093,1199.0,11.21,1187.79,552.2,635.59,0,0.0,1,Payflex,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4214,10003052,2024-11-06 00:00:00,2024-11,151049,9028221698272,47896707727584,Jersey MTB Gravity 3.0 V23,Apparel,Email,Mobile,Gauteng,Johannesburg,1,599.0,0.2069,599.0,123.94,475.06,271.35,203.7,0,0.0,3,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4215,10003053,2024-11-27 00:00:00,2024-11,159914,9028225007840,47896742330592,Elbow Guard Contour,Body Protection,Direct,Mobile,Gauteng,Johannesburg,2,1199.0,0.0868,2398.0,208.16,2189.84,615.01,959.83,0,0.0,1,Payflex,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4216,10003054,2024-11-20 00:00:00,2024-11,81072,9028236476640,47896894865632,Jersey MTB Endurance 3.0,Apparel,Organic Search,Mobile,Western Cape,Cape Town,1,999.0,0.0622,999.0,62.12,936.88,442.94,493.94,0,0.0,3,Payflex,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4217,10003055,2024-03-01 00:00:00,2024-03,164595,9028219142368,47896676958432,Shorts MTB All Mountain 2.0 V24 - Women,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,1,1189.0,0.0165,1189.0,19.6,1169.4,531.37,638.03,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4218,10003055,2026-06-14 00:00:00,2026-06,130409,9028235395296,47896868290784,Jersey MTB Gravity 5.0,Apparel,Organic Search,Mobile,Western Cape,Cape Town,1,1299.0,0.0023,1299.0,2.94,1296.06,602.96,693.11,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4219,10003056,2025-01-30 00:00:00,2025-01,35703,9028220453088,47896691179744,Shorts MTB Trail 1.0 V23,Apparel,Paid Search,Desktop,Western Cape,Cape Town,2,599.0,0.0154,1198.0,18.39,1179.61,280.23,619.15,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
4220,10003057,2024-01-11 00:00:00,2024-01,43808,9028196172000,47896496341216,Strap kit Z-Frame - Pair,Body Protection,Paid Search,Tablet,KwaZulu-Natal,Durban,1,899.0,0.0046,899.0,4.16,894.84,466.78,428.05,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
